Year,Volcanic Explosivity Index,Volcano Type,Flag Tsunami,Flag Earthquake,Name and country
-1010,5.0,Estratovolcan,False,False,Tungurahua (Ecuador)
350,¿?,Domo de lava,False,False,Augustine (United States)
1311,4.0,Volcan subglacial,False,False,Katla (Iceland)
1587,4.0,Estratovolcan,False,False,Merapi (Indonesia)
1716,2.0,Estratovolcan,False,False,Kelut (Indonesia)
1729,1.0,Estratovolcan,False,False,Bardarbunga (Iceland)
1742,3.0,Estratovolcan,False,False,Cotopaxi (Ecuador)
1772,3.0,Estratovolcan,True,False,Gamalama (Indonesia)
1775,3.0,Estratovolcan,False,False,Lokon-Empung (Indonesia)
1840,3.0,Estratovolcan,False,False,Ararat (Turkey)
1871,3.0,Estratovolcan,False,False,Mayon (Philippines)
1874,2.0,Estratovolcan,False,False,Taal (Philippines)
1883,6.0,Caldera,True,False,Krakatau (Indonesia)
1885,2.0,Estratovolcan,False,False,Semeru (Indonesia)
1919,0.0,Volcan en escudo,True,False,Mauna Loa (United States)
1939,1.0,Volcan complejo,False,False,Dieng Volc Complex (Indonesia)
1952,2.0,Volcan submarino,True,False,Myojun Knoll (Japan)
1952,1.0,Volcan compuesto,False,False,Ambalatungan Group (Philippines)
1961,3.0,Estratovolcan,False,False,Calbuco (Chile)
1978,3.0,Estratovolcan,False,False,Semeru (Indonesia)
1984,¿?,Maar,False,False,Oku Volc Field (Cameroon)
1986,2.0,Estratovolcan,False,False,Stromboli (Italy)
1987,¿?,Volcan complejo,False,True,Sirung (Indonesia)
1993,¿?,Volcan en escudo,False,False,Kilauea (United States)
1996,3.0,Estratovolcan,False,False,Popocatepetl (Mexico)
2006,3.0,Estratovolcan,False,False,Tungurahua (Ecuador)
2010,¿?,Estratovolcan,False,False,Sinabung (Indonesia)
2016,¿?,Caldera,False,False,Yellowstone (United States)
50,6.0,Escudo piroclastico,False,False,Ambrym (Vanuatu)
590,¿?,Estratovolcan,False,False,San Salvador (El Salvador)
1302,¿?,Volcan complejo,False,False,Ischia (Italy)
1568,3.0,Estratovolcan,False,False,Savo (Solomon Is.)
1570,¿?,Estratovolcan,False,False,Mombacho (Nicaragua)
1663,5.0,Estratovolcan,False,False,Usu (Japan)
1693,¿?,Estratovolcan,False,True,Etna (Italy)
1755,4.0,Volcan subglacial,False,False,Katla (Iceland)
1843,2.0,Estratovolcan,False,False,Lamongan (Indonesia)
1872,3.0,Volcan complejo,False,False,Vesuvius (Italy)
1878,2.0,Volcan en escudo,True,True,Okmok (United States)
1913,3.0,Escudo piroclastico,False,False,Ambrym (Vanuatu)
1949,2.0,Estratovolcan,False,False,Purace (Colombia)
1957,2.0,Caldera,False,False,Aso (Japan)
1963,3.0,Estratovolcan,False,False,Irazu (Costa Rica)
1971,3.0,Estratovolcan,False,False,Fuego (Guatemala)
1992,3.0,Cono de ceniza,False,False,"Negro, Cerro (Nicaragua)"
1997,¿?,Estratovolcan,False,False,Hakkoda Group (Japan)
1997,¿?,Estratovolcan,False,False,Adatara (Japan)
1997,¿?,Caldera,False,False,Aso (Japan)
2004,1.0,Estratovolcan,False,False,Egon (Indonesia)
2013,¿?,Estratovolcan,False,False,Paluweh (Indonesia)
2013,¿?,Estratovolcan,False,False,Sakura-jima (Japan)
2015,¿?,Estratovolcan,False,False,Karangetang [Api Siau] (Indonesia)
-1460,6.0,Caldera,False,False,Taupo (New Zealand)
1000,7.0,Estratovolcan,False,False,Changbaishan (North Korea)
1727,4.0,Estratovolcan,False,False,Oraefajokull (Iceland)
1826,3.0,Estratovolcan,False,False,Kelut (Indonesia)
1868,2.0,Volcan en escudo,True,True,Mauna Loa (United States)
1869,2.0,Estratovolcan,False,False,Lewotobi (Indonesia)
1895,2.0,Caldera,False,False,Dakataua (Papua New Guinea)
1900,2.0,Estratovolcan,False,False,Adatara (Japan)
1900,¿?,Cono de piedra plumez,False,False,Tullu Moje (Ethiopia)
1902,2.0,Estratovolcan,False,False,Merapi (Indonesia)
1907,2.0,Estratovolcan,False,False,Lewotobi (Indonesia)
1913,2.0,Estratovolcan,True,True,Awu (Indonesia)
1930,3.0,Volcan complejo,False,False,Asama (Japan)
1932,¿?,Estratovolcan,False,False,Merapi (Indonesia)
1938,1.0,Volcan en escudo,True,False,"Nyamuragira (Congo, DRC)"
1938,2.0,Estratovolcan,False,False,Mayon (Philippines)
1954,¿?,Estratovolcan,False,False,Camiguin (Philippines)
1958,2.0,Estratovolcan,False,False,Mahawu (Indonesia)
1961,¿?,Estratovolcan,False,False,Tate-yama (Japan)
1964,2.0,Estratovolcan,False,False,Paluweh (Indonesia)
1992,4.0,Estratovolcan,False,False,Spurr (United States)
1995,¿?,Estratovolcan,False,False,Parker (Philippines)
1998,¿?,Estratovolcan,False,False,Kelut (Indonesia)
2000,3.0,Estratovolcan,False,False,Arenal (Costa Rica)
2010,1.0,Volcan complejo,False,False,Pacaya (Guatemala)
2010,¿?,Estratovolcan,False,False,Merapi (Indonesia)
2011,¿?,Estratovolcan,False,False,Lokon-Empung (Indonesia)
2013,¿?,Estratovolcan,False,False,Merapi (Indonesia)
2016,¿?,Estratovolcan,False,False,Rinjani (Indonesia)
2018,¿?,Volcan en escudo,False,False,Kilauea (United States)
-4050,6.0,Caldera,False,False,Masaya (Nicaragua)
-2420,5.0,Volcan complejo,False,False,Vesuvius (Italy)
79,5.0,Volcan complejo,True,True,Vesuvius (Italy)
1375,5.0,Cono de toba,False,False,"Chichon, El (Mexico)"
1376,3.0,Estratovolcan,False,False,Kelut (Indonesia)
1538,3.0,Caldera,False,False,Campi Flegrei (Italy)
1664,2.0,Volcan complejo,False,False,Unzen (Japan)
1698,3.0,Estratovolcan,False,False,Cotopaxi (Ecuador)
1775,3.0,Estratovolcan,False,False,Gamalama (Indonesia)
1800,2.0,Estratovolcan,False,False,Mayon (Philippines)
1822,4.0,Estratovolcan,False,False,Usu (Japan)
1822,5.0,Estratovolcan,False,False,Galunggung (Indonesia)
1840,2.0,Estratovolcan,True,False,Gamalama (Indonesia)
1874,3.0,Estratovolcan,False,False,Miyake-jima (Japan)
1911,¿?,Volcan de lodo,True,False,Piparo (Trinidad)
1911,3.0,Estratovolcan,False,False,Semeru (Indonesia)
1916,3.0,Estratovolcan,True,False,Stromboli (Italy)
1928,2.0,Volcan complejo,False,False,Dieng Volc Complex (Indonesia)
1933,2.0,Estratovolcan,True,False,Bulusan (Philippines)
1944,2.0,Estratovolcan,False,False,Usu (Japan)
1953,¿?,Estratovolcan,False,False,Ruapehu (New Zealand)
1966,4.0,Estratovolcan,False,False,Kelut (Indonesia)
1966,4.0,Estratovolcan,False,False,"Lengai, Ol Doinyo (Tanzania)"
1969,¿?,Caldera,False,False,Narugo (Japan)
1971,3.0,Estratovolcan,False,False,"Hudson, Cerro (Chile)"
1973,2.0,Volcan complejo,False,False,Iliwerung (Indonesia)
1979,2.0,Estratovolcan,False,False,Karkar (Papua New Guinea)
1981,2.0,Estratovolcan,False,False,Etna (Italy)
1982,5.0,Cono de toba,False,True,"Chichon, El (Mexico)"
1993,2.0,Volcan complejo,False,False,Galeras (Colombia)
2002,3.0,Estratovolcan,False,True,Etna (Italy)
2008,¿?,Estratovolcan,False,False,Huila (Colombia)
2011,4.0,Estratovolcan,False,False,Puyehue (Chile)
2013,¿?,Domo de lava,False,False,Okataina (New Zealand)
2014,3.0,Volcan complejo,False,False,On-take (Japan)
2014,¿?,Estratovolcan,False,False,Gamalama (Indonesia)
2018,¿?,Estratovolcan,False,False,Mayon (Philippines)
2018,4.0,Estratovolcan,False,False,Manam (Papua New Guinea)
-4360,6.0,Caldera,False,False,Macauley Island (New Zealand)
-4000,6.0,Caldera,False,False,Pago (Papua New Guinea)
-50,6.0,Escudo piroclastico,False,False,Apoyeque (Nicaragua)
46,3.0,Volcan en escudo,True,False,Santorini (Greece)
500,¿?,campo volcanico,False,False,"Arhab, Harra of (Yemen)"
787,3.0,Volcan complejo,False,False,Vesuvius (Italy)
1536,3.0,Estratovolcan,False,False,Etna (Italy)
1690,¿?,Volcan complejo,True,False,Vesuvius (Italy)
1726,1.0,Estratovolcan,False,False,Bardarbunga (Iceland)
1730,3.0,Estratovolcan,False,False,Raung (Indonesia)
1742,3.0,Estratovolcan,False,False,Cotopaxi (Ecuador)
1749,3.0,Estratovolcan,True,True,Taal (Philippines)
1848,2.0,Estratovolcan,False,False,Kelut (Indonesia)
1861,3.0,Estratovolcan,False,True,Dubbi (Eritrea)
1892,2.0,Caldera,True,False,Tofua (Tonga)
1897,3.0,Estratovolcan,False,False,Mayon (Philippines)
1902,¿?,Estratovolcan,True,False,Pelee (Martinique)
1912,3.0,Volcan en escudo,False,False,"Nyamuragira (Congo, DRC)"
1919,1.0,Estratovolcan,False,False,Popocatepetl (Mexico)
1919,¿?,Volcan submarino,True,False,Banua Wuhu (Indonesia)
1923,2.0,Volcanes submarinos,True,True,"Cendres, Ile des (Vietnam)"
1929,2.0,Estratovolcan,False,False,Etna (Italy)
1939,2.0,Estratovolcan,False,False,Tori-shima (Japan)
1940,2.0,Estratovolcan,False,False,Karangetang [Api Siau] (Indonesia)
1947,2.0,Volcan complejo,False,False,Asama (Japan)
1957,2.0,Estratovolcan,False,False,Oshima (Japan)
1979,2.0,Caldera,False,False,Aso (Japan)
1980,¿?,Estratovolcan,False,False,Hood (United States)
1989,¿?,Volcan en escudo,False,False,Kirishima (Japan)
1994,1.0,Caldera,False,False,Aso (Japan)
2001,3.0,Estratovolcan,False,False,Etna (Italy)
2011,2.0,Estratovolcan,False,False,Bulusan (Philippines)
2014,¿?,Estratovolcan,False,False,Kelut (Indonesia)
-1370,6.0,Caldera,False,False,Pago (Papua New Guinea)
710,6.0,Caldera,False,False,Pago (Papua New Guinea)
1853,3.0,Estratovolcan,False,False,Mayon (Philippines)
1872,4.0,Estratovolcan,False,False,Merapi (Indonesia)
1878,3.0,Estratovolcan,True,False,Yasur (Vanuatu)
1905,2.0,Volcan en escudo,True,False,Savai'i (Samoa)
1918,4.0,Volcan subglacial,False,False,Katla (Iceland)
1944,2.0,Estratovolcan,True,False,Stromboli (Italy)
1952,2.0,Volcan submarino,True,False,Myojun Knoll (Japan)
1955,4.0,Cono piroclastico,False,False,Carran-Los Venados (Chile)
1961,3.0,Estratovolcan,False,False,Merapi (Indonesia)
1975,3.0,Estratovolcan,False,False,Arenal (Costa Rica)
1980,3.0,Estratovolcan,False,False,Hekla (Iceland)
1981,2.0,Estratovolcan,False,False,Paluweh (Indonesia)
1988,¿?,Volcan complejo,False,False,Akita-Yake-yama (Japan)
1991,2.0,Volcan en escudo,False,False,Karthala (Comoros)
1994,3.0,Estratovolcan,False,False,Merapi (Indonesia)
1995,1.0,Estratovolcan,False,False,Yake-dake (Japan)
2002,¿?,Estratovolcan,True,False,Stromboli (Italy)
2003,3.0,Estratovolcan,True,False,Soufriere Hills (Montserrat)
2010,3.0,Estratovolcan,False,False,Tungurahua (Ecuador)
2018,2.0,Estratovolcan,False,False,Fuego (Guatemala)
-1050,6.0,Estratovolcan,False,False,Pinatubo (Philippines)
764,4.0,Estratovolcan,False,False,Sakura-jima (Japan)
766,3.0,Estratovolcan,True,True,Sakura-jima (Japan)
1760,4.0,Estratovolcan,False,False,Makian (Indonesia)
1766,4.0,Estratovolcan,False,False,Hekla (Iceland)
1790,4.0,Volcan en escudo,False,False,Kilauea (United States)
1803,2.0,Volcan complejo,False,False,Asama (Japan)
1813,2.0,Volcan complejo,True,False,Vesuvius (Italy)
1825,3.0,Estratovolcan,False,False,Shishaldin (United States)
1869,2.0,Estratovolcan,False,False,Lamongan (Indonesia)
1883,¿?,Caldera,True,False,Krakatau (Indonesia)
1900,2.0,Volcan complejo,False,False,Asama (Japan)
1914,¿?,Estratovolcan,False,False,White Island (New Zealand)
1928,3.0,Estratovolcan,True,False,Paluweh (Indonesia)
1952,2.0,Volcan submarino,True,False,Myojun Knoll (Japan)
1953,0.0,Volcan complejo,False,False,Sirung (Indonesia)
1963,2.0,Estratovolcan,False,False,Villarrica (Chile)
1976,2.0,Estratovolcan,False,False,Merapi (Indonesia)
1977,3.0,Estratovolcan,False,False,Usu (Japan)
1980,5.0,Estratovolcan,True,True,St. Helens (United States)
1981,¿?,Estratovolcan,False,False,Vilyuchik (Russia)
1985,3.0,Estratovolcan,False,False,Ruiz (Colombia)
1990,3.0,Estratovolcan,False,False,Shiveluch (Russia)
1990,3.0,Estratovolcan,False,False,Santa Maria (Guatemala)
1995,3.0,Estratovolcan,False,False,Yasur (Vanuatu)
2006,1.0,Estratovolcan,False,False,Merapi (Indonesia)
2010,2.0,Estratovolcan,False,False,Eyjafjallajokull (Iceland)
2010,3.0,Estratovolcan,False,False,Tungurahua (Ecuador)
2011,¿?,Volcan subglacial,False,False,Katla (Iceland)
2015,¿?,Estratovolcan,False,False,Sinabung (Indonesia)
2018,2.0,Escudo piroclastico,False,True,Ambrym (Vanuatu)
2019,4.0,Estratovolcan,False,False,Manam (Papua New Guinea)
-3550,6.0,Estratovolcan,False,False,Pinatubo (Philippines)
1050,¿?,Volcan en escudo,True,False,Santorini (Greece)
1177,3.0,Volcan subglacial,False,False,Katla (Iceland)
1595,4.0,Estratovolcan,False,False,Ruiz (Colombia)
1598,3.0,Caldera,False,False,Banda Api (Pacific Ocean)
1638,4.0,Estratovolcan,False,False,Raung (Indonesia)
1659,3.0,Estratovolcan,False,True,San Salvador (El Salvador)
1684,2.0,Caldera,False,False,Grimsvotn (Iceland)
1693,4.0,Estratovolcan,True,False,Hekla (Iceland)
1694,3.0,Caldera,False,False,Banda Api (Pacific Ocean)
1794,3.0,Volcan complejo,False,False,Vesuvius (Italy)
1800,1.0,Respiradero de fisura,False,False,San Jorge (Portugal)
1816,2.0,Caldera,False,False,Aso (Japan)
1817,2.0,Estratovolcan,False,False,Ijen (Indonesia)
1825,¿?,Estratovolcan,False,False,Balbi (Papua New Guinea)
1846,1.0,Estratovolcan,False,False,E-san (Japan)
1875,¿?,Estratovolcan,False,False,Mayon (Philippines)
1889,2.0,Volcan submarino,True,True,Banua Wuhu (Indonesia)
1912,6.0,Caldera,False,False,Novarupta (United States)
1953,¿?,Volcan complejo,False,False,Hakone (Japan)
1961,¿?,Estratovolcan,False,False,Daisetsu (Japan)
1964,1.0,Volcan complejo,False,False,Dieng Volc Complex (Indonesia)
1965,0.0,Volcan submarino,True,False,Kick-'em-Jenny (Netherlands)
1971,2.0,Estratovolcan,True,False,Tinakula (Solomon Is.)
1976,2.0,Estratovolcan,False,False,Semeru (Indonesia)
1976,2.0,Estratovolcan,False,False,Karangetang [Api Siau] (Indonesia)
1978,3.0,Estratovolcan,False,False,Santa Maria (Guatemala)
1983,2.0,Estratovolcan,False,False,Kliuchevskoi (Russia)
1986,3.0,Estratovolcan,False,False,Oshima (Japan)
1992,2.0,Estratovolcan,False,False,Karangetang [Api Siau] (Indonesia)
2002,3.0,Estratovolcan,False,False,Karangetang [Api Siau] (Indonesia)
2013,3.0,Estratovolcan,False,False,Paluweh (Indonesia)
2013,2.0,Estratovolcan,False,False,Sinabung (Indonesia)
2017,2.0,Estratovolcan,False,False,Sinabung (Indonesia)
2018,1.0,Caldera,True,False,Krakatau (Indonesia)
2019,¿?,Estratovolcan,False,False,Ulawun (Papua New Guinea)
450,6.0,Caldera,False,False,Ilopango (El Salvador)
1565,3.0,Volcan complejo,False,True,Pacaya (Guatemala)
1716,3.0,Volcan en escudo,False,False,Kirishima (Japan)
1721,1.0,Volcan complejo,False,False,Asama (Japan)
1762,2.0,Estratovolcan,False,False,Kliuchevskoi (Russia)
1784,¿?,Estratovolcan,False,False,Sabancaya (Peru)
1786,2.0,Volcan complejo,False,False,Dieng Volc Complex (Indonesia)
1800,¿?,Volcan complejo,False,False,Guntur (Indonesia)
1800,0.0,Volcan en escudo,False,False,Hualalai (United States)
1839,2.0,Volcan submarino,True,False,Unnamed (Chile)
1861,2.0,Caldera,False,False,Grimsvotn (Iceland)
1878,3.0,Escudo piroclastico,True,True,Rabaul (Papua New Guinea)
1901,3.0,Estratovolcan,False,False,Kelut (Indonesia)
1911,3.0,Estratovolcan,True,True,Taal (Philippines)
1917,3.0,Estratovolcan,False,False,"Lengai, Ol Doinyo (Tanzania)"
1921,¿?,Estratovolcan,False,False,Nasu (Japan)
1933,¿?,Volcan complejo,False,False,Hakone (Japan)
1941,2.0,Estratovolcan,False,False,Semeru (Indonesia)
1944,2.0,Estratovolcan,False,False,Usu (Japan)
1947,4.0,Estratovolcan,False,False,Hekla (Iceland)
1976,¿?,Estratovolcan,False,False,Kusatsu-Shirane (Japan)
1979,2.0,Estratovolcan,False,False,Etna (Italy)
1982,4.0,Estratovolcan,False,False,Galunggung (Indonesia)
1988,3.0,Estratovolcan,False,False,Arenal (Costa Rica)
2005,¿?,Volcan en escudo,False,False,Karthala (Comoros)
2010,¿?,Estratovolcan,False,False,Tengger Caldera (Indonesia)
200,¿?,campo volcanico,False,False,"Arhab, Harra of (Yemen)"
640,2.0,campo volcanico,False,False,"Uwayrid, Harrat (Saudi Arabia)"
1169,¿?,Estratovolcan,True,False,Etna (Italy)
1600,6.0,Estratovolcan,False,True,Huaynaputina (Peru)
1629,2.0,Caldera,False,False,Grimsvotn (Iceland)
1717,3.0,Estratovolcan,False,False,Bardarbunga (Iceland)
1778,4.0,Estratovolcan,False,False,Raikoke (Russia)
1789,2.0,Estratovolcan,False,False,Oshima (Japan)
1805,2.0,Volcan complejo,False,False,Vesuvius (Italy)
1829,2.0,Volcan complejo,False,False,Guntur (Indonesia)
1837,¿?,Volcan complejo,True,True,Peuet Sague (Indonesia)
1853,2.0,Volcan submarino,True,False,Unnamed (Taiwan)
1854,2.0,Caldera,False,False,Aso (Japan)
1860,2.0,Estratovolcan,False,False,Semeru (Indonesia)
1871,2.0,Estratovolcan,True,True,Camiguin (Philippines)
1875,5.0,Estratovolcan,False,False,Askja (Iceland)
1886,4.0,Estratovolcan,False,False,Tungurahua (Ecuador)
1886,2.0,Domo de lava,False,False,Okataina (New Zealand)
1893,4.0,Estratovolcan,False,False,Calbuco (Chile)
1951,3.0,Estratovolcan,False,False,Camiguin (Philippines)
1953,2.0,Volcan submarino,True,False,Myojun Knoll (Japan)
1957,¿?,Volcan complejo,False,False,Unzen (Japan)
1981,3.0,Estratovolcan,False,False,Semeru (Indonesia)
1993,¿?,Estratovolcan,False,False,Wurlali (Indonesia)
1993,1.0,Estratovolcan,False,False,Pinatubo (Philippines)
1996,2.0,Estratovolcan,False,False,Kanlaon (Philippines)
2013,¿?,Estratovolcan,False,False,Mayon (Philippines)
2017,¿?,Estratovolcan,False,False,Etna (Italy)
2017,¿?,Volcan complejo,False,False,Dieng Volc Complex (Indonesia)
-141,¿?,Estratovolcan,False,False,Etna (Italy)
1262,3.0,Volcan subglacial,False,False,Katla (Iceland)
1300,4.0,Estratovolcan,False,False,Hekla (Iceland)
1331,2.0,Caldera,False,False,Aso (Japan)
1714,¿?,Volcan complejo,True,False,Vesuvius (Italy)
1907,¿?,Volcan en escudo,True,False,Savai'i (Samoa)
1911,2.0,Volcan complejo,False,False,Asama (Japan)
1913,4.0,Estratovolcan,False,False,Colima (Mexico)
1944,3.0,Estratovolcan,False,False,Cleveland (United States)
1952,2.0,Volcan submarino,True,False,Myojun Knoll (Japan)
1960,3.0,Estratovolcan,True,True,Puyehue (Chile)
1971,2.0,Estratovolcan,False,False,La Palma (Spain)
1972,1.0,Estratovolcan,True,False,Ritter Island (Papua New Guinea)
1979,3.0,Estratovolcan,False,False,Soufriere St. Vincent (St. Vincent & the Grenadines)
1983,3.0,Estratovolcan,False,True,Miyake-jima (Japan)
1984,3.0,Estratovolcan,False,False,Etna (Italy)
1990,2.0,Caldera,False,False,Aso (Japan)
1991,2.0,Estratovolcan,False,False,Etna (Italy)
1994,3.0,Estratovolcan,False,False,Semeru (Indonesia)
2007,¿?,Estratovolcan,False,False,Salak (Indonesia)
2017,2.0,Estratovolcan,False,False,Fuego (Guatemala)
2017,¿?,Volcan en escudo,False,False,Aoba (Vanuatu)
2018,3.0,Volcan en escudo,False,False,Aoba (Vanuatu)
2019,2.0,Estratovolcan,True,False,Stromboli (Italy)
-1550,¿?,Estratovolcan,False,False,Redoubt (United States)
-250,6.0,Estratovolcan,False,False,Raoul Island (New Zealand)
1640,5.0,Estratovolcan,True,True,Komaga-take (Japan)
1785,3.0,Estratovolcan,False,False,Aoga-shima (Japan)
1812,3.0,Estratovolcan,False,False,Awu (Indonesia)
1853,0.0,Volcan en escudo,False,False,Niuafo'ou (Tonga)
1892,2.0,Estratovolcan,False,False,Sorikmarapi (Indonesia)
1917,3.0,Estratovolcan,False,False,Calbuco (Chile)
1938,1.0,Volcan complejo,False,False,Asama (Japan)
1941,2.0,Volcan complejo,False,False,Asama (Japan)
1943,4.0,Cono de ceniza,False,False,Michoacan-Guanajuato (Mexico)
1944,2.0,Volcan complejo,False,False,Dieng Volc Complex (Indonesia)
1953,1.0,Estratovolcan,False,False,Oshima (Japan)
1973,¿?,Estratovolcan,False,False,"Hudson, Cerro (Chile)"
1990,2.0,Caldera,False,False,Aso (Japan)
1991,6.0,Estratovolcan,False,True,Pinatubo (Philippines)
1992,1.0,Estratovolcan,False,False,Pinatubo (Philippines)
1995,2.0,Estratovolcan,False,False,Fogo (Cape Verde)
1996,3.0,Estratovolcan,False,False,Manam (Papua New Guinea)
2000,¿?,Volcan en escudo,False,False,Kilauea (United States)
2005,3.0,Estratovolcan,False,False,Santa Ana (El Salvador)
2006,2.0,Estratovolcan,True,False,Soufriere Hills (Montserrat)
2015,¿?,Estratovolcan,False,False,Calbuco (Chile)
2017,¿?,Caldera,False,False,Campi Flegrei (Italy)
2018,¿?,Estratovolcan,False,False,Kadovar (Papua New Guinea)
2018,¿?,Estratovolcan,False,False,Ijen (Indonesia)
-4350,7.0,Caldera,False,False,Kikai (Japan)
934,4.0,Volcan subglacial,False,False,Katla (Iceland)
1250,¿?,Estratovolcan,False,False,Fentale (Ethiopia)
1389,3.0,Estratovolcan,False,False,Hekla (Iceland)
1471,5.0,Estratovolcan,False,False,Sakura-jima (Japan)
1500,4.0,Volcan subglacial,False,False,Katla (Iceland)
1590,3.0,Estratovolcan,False,False,Colima (Mexico)
1596,2.0,Volcan complejo,False,False,Asama (Japan)
1606,2.0,Estratovolcan,True,False,Hachijo-jima (Japan)
1712,2.0,Estratovolcan,False,False,Bardarbunga (Iceland)
1716,2.0,Estratovolcan,False,False,Bardarbunga (Iceland)
1737,2.0,Volcan complejo,False,False,Vesuvius (Italy)
1779,4.0,Estratovolcan,False,False,Sakura-jima (Japan)
1783,4.0,Volcan complejo,False,False,Asama (Japan)
1822,3.0,Estratovolcan,False,False,Merapi (Indonesia)
1840,3.0,Estratovolcan,False,False,Tinakula (Solomon Is.)
1845,2.0,Estratovolcan,True,True,Soputan (Indonesia)
1847,2.0,Estratovolcan,False,False,Fogo (Cape Verde)
1856,3.0,Estratovolcan,True,True,Awu (Indonesia)
1861,4.0,Estratovolcan,False,False,Makian (Indonesia)
1903,1.0,Domo de lava,False,False,Okataina (New Zealand)
1951,¿?,Volcan complejo,False,False,Hakone (Japan)
1954,2.0,Estratovolcan,False,False,Bam (Papua New Guinea)
1958,¿?,Estratovolcan,False,False,Daisetsu (Japan)
1962,2.0,Estratovolcan,False,False,Gamalama (Indonesia)
1969,2.0,Estratovolcan,False,False,Merapi (Indonesia)
1973,3.0,Estratovolcan,False,False,Paluweh (Indonesia)
1974,3.0,Estratovolcan,False,False,Sakura-jima (Japan)
1978,¿?,Estratovolcan,False,False,Tangkubanparahu (Indonesia)
1983,4.0,Estratovolcan,False,False,Colo [Una Una] (Indonesia)
1987,2.0,Estratovolcan,False,False,Etna (Italy)
1994,3.0,Estratovolcan,False,False,Rinjani (Indonesia)
1996,3.0,Caldera,False,False,Grimsvotn (Iceland)
1997,3.0,Estratovolcan,False,False,Soufriere Hills (Montserrat)
1999,3.0,Estratovolcan,False,False,Guagua Pichincha (Ecuador)
2001,2.0,Estratovolcan,False,False,Merapi (Indonesia)
2002,1.0,Estratovolcan,False,False,"Nyiragongo (Congo, DRC)"
2011,¿?,Estratovolcan,False,False,Karangetang [Api Siau] (Indonesia)
2012,¿?,Volcan en escudo,False,False,Kilauea (United States)
2012,¿?,Volcan en escudo,False,False,Kilauea (United States)
1631,¿?,Volcan en escudo,False,True,Dama Ali (Ethiopia)
1659,4.0,Estratovolcan,True,False,Teon (Pacific Ocean)
1664,¿?,Volcan complejo,True,False,Iwo-Tori-shima (Japan)
1707,¿?,Volcan en escudo,True,False,Santorini (Greece)
1729,2.0,Caldera,False,False,Krafla (Iceland)
1780,4.0,Estratovolcan,False,False,Sakura-jima (Japan)
1835,¿?,Caldera,False,True,Banda Api (Pacific Ocean)
1843,¿?,Estratovolcan,True,False,Soufriere Guadeloupe (Guadeloupe)
1854,5.0,Estratovolcan,False,False,Shiveluch (Russia)
1856,¿?,Estratovolcan,True,False,Shishaldin (United States)
1860,2.0,Estratovolcan,False,False,Fuego (Guatemala)
1868,¿?,Estratovolcan,True,True,Etna (Italy)
1872,4.0,Estratovolcan,False,False,Merapi (Indonesia)
1875,0.0,Estratovolcan,False,False,Kelut (Indonesia)
1878,¿?,Estratovolcan,True,True,Yasur (Vanuatu)
1909,2.0,Estratovolcan,False,True,"Cameroon, Mt. (Cameroon)"
1914,3.0,Caldera,False,False,Pago (Papua New Guinea)
1917,1.0,Domo de lava,False,False,Okataina (New Zealand)
1930,2.0,Caldera,True,False,Krakatau (Indonesia)
1930,3.0,Estratovolcan,True,False,Stromboli (Italy)
1934,¿?,Estratovolcan,False,False,Hood (United States)
1946,4.0,Estratovolcan,True,False,Sarychev Peak (Russia)
1954,¿?,Estratovolcan,True,False,Stromboli (Italy)
1955,3.0,Estratovolcan,False,False,Sakura-jima (Japan)
1962,¿?,Estratovolcan,False,False,Merapi (Indonesia)
1990,4.0,Estratovolcan,False,False,Kelut (Indonesia)
1993,1.0,Volcan complejo,False,False,Unzen (Japan)
2010,3.0,Estratovolcan,False,False,Karangetang [Api Siau] (Indonesia)
2014,¿?,Volcan en escudo,False,False,Kilauea (United States)
2016,¿?,Estratovolcan,False,False,Sinabung (Indonesia)
2019,4.0,Estratovolcan,False,False,Manam (Papua New Guinea)
2019,¿?,Estratovolcan,False,False,Sinabung (Indonesia)
